name	group	targetID
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	experimental	BE0001287
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	experimental	BE0003731
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	experimental	BE0003732
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	experimental	BE0003733
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	experimental	BE0003734
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	experimental	BE0001072
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental	BE0001739
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental	BE0000048
5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental	BE0009124
1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine	experimental	BE0003736
1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine	experimental	BE0003736
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental	BE0001739
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental	BE0000048
N-(pyridin-3-ylmethyl)aniline	experimental	BE0003737
N-(pyridin-3-ylmethyl)aniline	experimental	BE0001680
CHIR-124	experimental	BE0003382
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0001739
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0000048
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	experimental	BE0000895
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	experimental	BE0001739
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE	experimental	BE0000895
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE	experimental	BE0000895
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0000048
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0001739
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	experimental	BE0000048
2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione	experimental	BE0001501
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	experimental	BE0000048
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID	experimental	BE0001162
2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID	experimental	BE0002715
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	experimental	BE0000048
6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	experimental	BE0000048
3,6,9,12,15,18-HEXAOXAICOSANE	experimental	BE0003739
N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide	experimental	BE0000048
1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE	experimental	BE0000048
Tetrahydrogestrinone	experimental	BE0000132
17-METHYL-17-ALPHA-DIHYDROEQUILENIN	experimental	BE0000123
17-METHYL-17-ALPHA-DIHYDROEQUILENIN	experimental	BE0003740
1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE	experimental	BE0001224
1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE	experimental	BE0001224
(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL	experimental	BE0002050
ERB-196	experimental	BE0000792
ERB-196	experimental	BE0003728
N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	experimental	BE0003382
N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	experimental	BE0000923
1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide	experimental	BE0000048
5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE	experimental	BE0000005
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	experimental	BE0000854
(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE	experimental	BE0003741
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	experimental	BE0000838
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	experimental	BE0001019
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea	experimental	BE0000838
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	experimental	BE0002088
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	experimental	BE0003742
N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL	experimental	BE0003743
[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid	experimental	BE0000623
(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	experimental	BE0001072
3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one	experimental	BE0002718
(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE	experimental	BE0001730
5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE	experimental	BE0000322
(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	experimental	BE0000870
Decylsulfonic acid	experimental	BE0003744
1-Dodecanol	experimental	BE0003744
1-Dodecanol	experimental	BE0002194
1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	experimental	BE0000915
3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol	experimental	BE0003745
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	experimental	BE0000123
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	experimental	BE0003740
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	experimental	BE0000270
1-[4-(hydroxymethyl)phenyl]guanidine	experimental	BE0003746
2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL	experimental	BE0003747
p-Cumylphenol	experimental	BE0002088
(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid	experimental	BE0003748
(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE	experimental	BE0001322
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	experimental	BE0003749
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	experimental	BE0002326
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	experimental	BE0003750
ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate	experimental	BE0001289
(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	experimental	BE0003728
(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	experimental	BE0000215
1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide	experimental	BE0000487
[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE	experimental	BE0001594
D-leucyl-N-(3-chlorobenzyl)-L-prolinamide	experimental	BE0000048
UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE	experimental	BE0003751
(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide	experimental	BE0003752
1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE	experimental	BE0000735
N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE	experimental	BE0000005
(4-fluorophenyl)(pyridin-4-yl)methanone	experimental	BE0001680
2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE	experimental	BE0001739
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide	experimental	BE0000048
Eribaxaban	experimental	BE0000216
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID	experimental	BE0003257
2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid	experimental	BE0001358
2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	experimental	BE0001739
(2R)-2-benzyl-3-nitropropanoic acid	experimental	BE0003753
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE	experimental	BE0000842
(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	experimental	BE0000215
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	experimental	BE0000792
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	experimental	BE0003728
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	experimental	BE0000123
(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID	experimental	BE0000568
1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0000048
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	experimental	BE0000988
(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	experimental	BE0003570
10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine	experimental	BE0001193
N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	experimental	BE0001097
(1R)-3-chloro-1-phenylpropan-1-ol	experimental	BE0001248
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide	experimental	BE0000048
4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL	experimental	BE0000792
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide	experimental	BE0000369
N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	experimental	BE0000854
N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide	experimental	BE0001019
(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide	experimental	BE0001177
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide	experimental	BE0000048
(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol	experimental	BE0003754
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	experimental	BE0003734
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	experimental	BE0001072
N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide	experimental	BE0003730
(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid	experimental	BE0003755
1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0000048
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	experimental	BE0003734
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	experimental	BE0001072
N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide	experimental	BE0003757
4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	experimental	BE0003757
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid	experimental	BE0003758
(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID	experimental	BE0003759
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	experimental	BE0002373
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	experimental	BE0002372
2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate	experimental	BE0000322
3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid	experimental	BE0003760
N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	experimental	BE0001120
4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL	experimental	BE0001120
5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE	experimental	BE0001120
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	experimental	BE0003761
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	experimental	BE0003762
N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide	experimental	BE0003763
5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide	experimental	BE0001120
JNJ-27390467	experimental	BE0001474
3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide	experimental	BE0003745
5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE	experimental	BE0001120
Hexylphosphonic acid (R)-2-methyl-3-phenylpropyl ester	experimental	BE0003764
Hexylphosphonic acid (S)-2-methyl-3-phenylpropyl ester	experimental	BE0003764
6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE	experimental	BE0000270
1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)	experimental	BE0001337
2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide	experimental	BE0001120
2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE	experimental	BE0003765
N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA	experimental	BE0001182
7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile	experimental	BE0000516
Bisphenol A	experimental	BE0002088
5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	BE0001478
1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	experimental	BE0001072
(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine	experimental	BE0003761
N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide	experimental	BE0003757
5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid	experimental	BE0003766
(2S)-2-(1H-indol-3-yl)hexanoic acid	experimental	BE0003767
(2S)-2-(1H-indol-3-yl)pentanoic acid	experimental	BE0003767
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid	experimental	BE0003767
(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	experimental	BE0001072
(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	experimental	BE0003505
2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	experimental	BE0000916
(R)-Atenolol	experimental	BE0000994
(R)-Atenolol	experimental	BE0003768
2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE	experimental	BE0001831
{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID	experimental	BE0003769
4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID	experimental	BE0003770
N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	experimental	BE0001019
(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	experimental	BE0000329
(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	experimental	BE0000854
(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	experimental	BE0000854
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	experimental	BE0000915
D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental	BE0000048
2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	experimental	BE0000915
[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid	experimental	BE0003771
PLX-4720	experimental	BE0000634
N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	experimental	BE0000634
(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine	experimental	BE0000263
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	experimental	BE0000005
(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	experimental	BE0000005
2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide	experimental	BE0001177
D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide	experimental	BE0000048
9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	experimental	BE0003335
(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	experimental	BE0000005
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	experimental	BE0000005
2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	experimental	BE0003728
2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	experimental	BE0000792
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	experimental	BE0000923
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	experimental	BE0001097
(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE	experimental	BE0000005
6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	experimental	BE0001405
TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	experimental	BE0000966
2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole	experimental	BE0001065
(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	experimental	BE0000854
(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	experimental	BE0000048
(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one	experimental	BE0000329
5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE	experimental	BE0002050
N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	experimental	BE0000988
N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	experimental	BE0003772
(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	experimental	BE0000854
3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate	experimental	BE0001021
(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate	experimental	BE0001021
2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	experimental	BE0001072
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	experimental	BE0003382
(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE	experimental	BE0001198
D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide	experimental	BE0000048
(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	experimental	BE0000747
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE	experimental	BE0000005
(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	experimental	BE0000747
3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid	experimental	BE0000144
2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL	experimental	BE0000792
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE	experimental	BE0001193
2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID	experimental	BE0003382
(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE	experimental	BE0002050
